Time	F1		FPR		FNR
2020-07	68.9655	0.3223	38.7755
2020-08	61.5385	0.0863	53.8462
2020-09	59.0909	0.1340	56.6667
2020-10	64.8649	0.0977	51.0204
2020-11	67.4699	0.5195	45.0980
2020-12	67.8571	0.1993	42.4242
2021-01	73.2824	0.3871	35.1351
2021-02	55.5556	0.6289	58.3333
2021-03	63.6364	0.1211	52.2727
2021-04	76.3636	0.2066	36.3636
2021-05	46.1538	0.0000	70.0000
2021-06	50.9804	0.0000	65.7895
2021-07	44.7059	0.1999	69.8413
2021-08	24.1758	0.3781	85.5263
2021-09	50.6329	0.4392	62.2642
2021-10	46.5116	0.0000	69.6970
2021-11	48.4848	0.5405	65.2174
2021-12	50.0000	0.3401	64.7059
AVG	56.6817	0.2556	56.8321
